_id,title,currentPrice,shippingCost,calculateShipping,totalPrice,dateQueried,endDate,location,country,bidCount,listingType,bestOffer,buyItNowAvailable,conditionId,conditionDisplayName,timeLeft
172388678529,NEW PLAYSTATION 4 LIMITED EDITION TACO BELL GOLD CONSOLE PS4,650,25,false,675,2016-10-29T07:30:02.399Z,2016-10-30T02:35:15.000Z,"Las Vegas,NV,USA",US,NaN,FixedPrice,false,false,1000,New,"{""milliseconds"":0,""seconds"":32,""minutes"":3,""hours"":19,""days"":0,""months"":0,""years"":0}"
122194533957,SONY PLAYSTATION 4 (CUH-1215A) 500GB DESTINY THE TAKEN KING LIMITED EDITION  ,250,10,false,260,2016-10-29T07:30:02.423Z,2016-10-29T15:18:15.000Z,"Montgomery,AL,USA",US,1,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":32,""minutes"":46,""hours"":7,""days"":0,""months"":0,""years"":0}"
282229141811,SONY PLAYSTATION 4 SYSTEM  500 GIG HD,239.99,19.99,false,259.98,2016-10-29T07:30:03.615Z,2016-10-29T17:05:05.000Z,"Ballwin,MO,USA",US,0,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":20,""minutes"":33,""hours"":9,""days"":0,""months"":0,""years"":0}"
282233993583,SONY PLAYSTATION 4 500 GB JET BLACK CONSOLE,200,30,false,230,2016-10-29T07:30:03.620Z,2016-10-29T18:57:11.000Z,"Trinidad,CO,USA",US,0,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":26,""minutes"":25,""hours"":11,""days"":0,""months"":0,""years"":0}"
162252708291,"UNCHARTED 4: A THIEF'S END (SONY PLAYSTATION 4 SLIM, 2016)",237.5,28,false,265.5,2016-10-29T07:30:03.623Z,2016-10-29T16:49:40.000Z,"West Palm Beach,FL,USA",US,41,Auction,false,false,1500,New other (see details),"{""milliseconds"":0,""seconds"":55,""minutes"":17,""hours"":9,""days"":0,""months"":0,""years"":0}"
131981426207,SONY PLAYSTATION 4,132.5,14,false,146.5,2016-10-29T07:30:03.629Z,2016-10-29T21:54:15.000Z,"Watertown,CT,USA",US,20,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":30,""minutes"":22,""hours"":14,""days"":0,""months"":0,""years"":0}"
371767504153,SONY PLAYSTATION 4 CONSOLE 500GB - CONTRIOLLER NOT INCLUDED,212.5,19.99,false,232.49,2016-10-29T07:30:04.831Z,2016-10-30T02:00:00.000Z,"Seal Beach,CA,USA",US,8,Auction,false,false,3000,Used,"{""milliseconds"":0,""seconds"":14,""minutes"":28,""hours"":18,""days"":0,""months"":0,""years"":0}"
332010888471,SONY PLAYSTATION 4 (MODEL CUH-1215A)- 500 GB JET BLACK CONSOLE NR0167,220,0,false,220,2016-10-29T07:30:04.833Z,2016-10-29T18:00:35.000Z,"Hewlett,NY,USA",US,NaN,StoreInventory,false,false,3000,Used,"{""milliseconds"":0,""seconds"":49,""minutes"":28,""hours"":10,""days"":0,""months"":0,""years"":0}"
182327524884,SONY PLAYSTATION 4 (LATEST MODEL)- 500 GB BLACK CONSOLE,199.99,14.99,false,214.98000000000002,2016-10-29T07:30:04.837Z,2016-10-29T17:41:55.000Z,"Pataskala,OH,USA",US,0,AuctionWithBIN,false,true,3000,Used,"{""milliseconds"":0,""seconds"":9,""minutes"":10,""hours"":10,""days"":0,""months"":0,""years"":0}"
282231578551,SONY PLAYSTATION 4 CONSOLE DESTINY: THE TAKEN KING LIMITED EDITION 512 GB. PS4.,335,20,false,355,2016-10-29T07:30:04.838Z,2016-10-29T21:33:57.000Z,"West Covina,CA,USA",US,1,Auction,false,false,1000,New,"{""milliseconds"":0,""seconds"":11,""minutes"":2,""hours"":14,""days"":0,""months"":0,""years"":0}"
